Ticket ID,Ticket Subject,Ticket Status,Ticket Priority,Ticket Type
5522,Display issue,pending customer response,Medium,product inquiry
5523,Installation support,closed,High,refund request
5524,Product recommendation,closed,Critical,cancellation request
5525,Installation support,open,Medium,refund request
5526,Payment issue,open,Low,cancellation request
5527,Software bug,pending customer response,Low,cancellation request
5528,Network problem,pending customer response,High,technical issue
5529,Hardware issue,open,Low,refund request
5530,Battery life,open,Medium,technical issue
5531,Delivery problem,open,Medium,product inquiry
5532,Delivery problem,open,Low,billing inquiry
5533,Display issue,open,High,technical issue
5534,Software bug,pending customer response,Critical,refund request
5535,Network problem,pending customer response,Low,cancellation request
5536,Installation support,pending customer response,Low,technical issue
5537,Display issue,pending customer response,High,refund request
5538,Software bug,closed,Low,technical issue
5539,Product compatibility,open,Medium,product inquiry
5540,Product setup,closed,High,technical issue
5541,Network problem,closed,Low,refund request
5542,Product setup,pending customer response,Critical,billing inquiry
5543,Payment issue,closed,Medium,product inquiry
5544,Account access,pending customer response,Critical,product inquiry
5545,Battery life,pending customer response,Critical,product inquiry
5546,Data loss,open,Critical,cancellation request
5547,Product recommendation,pending customer response,High,technical issue
5548,Software bug,closed,High,refund request
5549,Network problem,pending customer response,Low,cancellation request
5550,Product setup,closed,High,billing inquiry
5551,Delivery problem,open,Low,cancellation request
5552,Peripheral compatibility,open,High,cancellation request
5553,Display issue,closed,High,refund request
5554,Display issue,open,Low,product inquiry
5555,Network problem,pending customer response,Low,technical issue
5556,Peripheral compatibility,open,Critical,refund request
5557,Product recommendation,closed,Low,cancellation request
5558,Battery life,closed,Low,technical issue
5559,Product compatibility,open,Critical,refund request
5560,Installation support,open,High,refund request
5561,Product compatibility,pending customer response,High,product inquiry
5562,Software bug,pending customer response,Medium,refund request
5563,Delivery problem,pending customer response,High,product inquiry
5564,Cancellation request,pending customer response,Critical,billing inquiry
5565,Data loss,closed,Low,refund request
5566,Payment issue,pending customer response,High,refund request
5567,Refund request,pending customer response,Low,billing inquiry
5568,Display issue,open,High,cancellation request
5569,Refund request,closed,High,product inquiry
5570,Data loss,open,High,technical issue
5571,Delivery problem,open,Low,technical issue
5572,Hardware issue,open,High,cancellation request
5573,Account access,open,Medium,billing inquiry
5574,Product compatibility,open,Critical,product inquiry
5575,Software bug,closed,Medium,refund request
5576,Peripheral compatibility,pending customer response,High,refund request
5577,Product recommendation,pending customer response,Critical,billing inquiry
5578,Network problem,closed,Critical,product inquiry
5579,Hardware issue,open,High,product inquiry
5580,Product recommendation,pending customer response,Medium,billing inquiry
5581,Battery life,pending customer response,Low,product inquiry
5582,Payment issue,open,Low,refund request
5583,Display issue,pending customer response,High,product inquiry
5584,Product recommendation,pending customer response,Medium,product inquiry
5585,Product recommendation,open,Critical,product inquiry
5586,Data loss,closed,Medium,cancellation request
5587,Hardware issue,pending customer response,Medium,technical issue
5588,Product setup,open,Low,refund request
5589,Software bug,closed,Low,product inquiry
5590,Product compatibility,pending customer response,Medium,billing inquiry
5591,Data loss,open,Low,cancellation request
5592,Battery life,pending customer response,Low,refund request
5593,Product setup,pending customer response,Medium,product inquiry
5594,Delivery problem,closed,Low,refund request
5595,Peripheral compatibility,pending customer response,High,refund request
5596,Battery life,pending customer response,Medium,cancellation request
5597,Hardware issue,pending customer response,Low,refund request
5598,Installation support,pending customer response,Low,billing inquiry
5599,Payment issue,pending customer response,Low,billing inquiry
5600,Product compatibility,pending customer response,Medium,product inquiry
5601,Product setup,closed,High,technical issue
5602,Cancellation request,closed,High,product inquiry
5603,Product setup,pending customer response,Critical,product inquiry
5604,Display issue,pending customer response,High,product inquiry
5605,Installation support,closed,Low,technical issue
5606,Display issue,pending customer response,Critical,product inquiry
5607,Software bug,pending customer response,High,refund request
5608,Cancellation request,pending customer response,Critical,cancellation request
5609,Data loss,closed,High,technical issue
5610,Product setup,pending customer response,Low,refund request
5611,Refund request,pending customer response,High,refund request
5612,Software bug,closed,Critical,billing inquiry
5613,Product setup,closed,Critical,cancellation request
5614,Peripheral compatibility,closed,High,product inquiry
5615,Delivery problem,open,High,technical issue
5616,Cancellation request,open,Medium,cancellation request
5617,Product compatibility,open,Low,technical issue
5618,Product recommendation,open,Low,technical issue
5619,Installation support,open,Low,cancellation request
5620,Product recommendation,closed,Medium,refund request
5621,Refund request,open,High,cancellation request
5622,Software bug,closed,Low,refund request
5623,Delivery problem,open,High,cancellation request
5624,Payment issue,pending customer response,Critical,refund request
5625,Delivery problem,closed,High,billing inquiry
5626,Product setup,closed,Critical,cancellation request
5627,Peripheral compatibility,open,Medium,cancellation request
5628,Payment issue,closed,High,refund request
5629,Account access,open,Medium,cancellation request
5630,Network problem,closed,Medium,product inquiry
5631,Account access,open,Critical,billing inquiry
5632,Hardware issue,open,Critical,technical issue
5633,Cancellation request,pending customer response,High,product inquiry
5634,Data loss,open,High,billing inquiry
5635,Account access,open,Medium,technical issue
5636,Software bug,closed,Low,product inquiry
5637,Network problem,closed,Low,product inquiry
5638,Product setup,open,Low,billing inquiry
5639,Data loss,open,High,cancellation request
5640,Display issue,open,Medium,technical issue
5641,Account access,closed,Medium,refund request
5642,Hardware issue,open,High,product inquiry
5643,Battery life,closed,Low,refund request
5644,Software bug,open,Medium,product inquiry
5645,Peripheral compatibility,open,Critical,technical issue
5646,Account access,closed,High,product inquiry
5647,Cancellation request,open,Critical,technical issue
5648,Account access,closed,Medium,product inquiry
5649,Delivery problem,open,High,billing inquiry
5650,Refund request,closed,Critical,refund request
5651,Delivery problem,closed,Medium,refund request
5652,Payment issue,pending customer response,Critical,technical issue
5653,Product setup,pending customer response,Low,refund request
5654,Network problem,open,Medium,refund request
5655,Payment issue,open,Critical,cancellation request
5656,Peripheral compatibility,pending customer response,Medium,technical issue
